I_D,YEAR,EQ_PRIMARY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,TOTAL_DEATHS,TOTAL_INJURIES,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DAMAGED
10189,2016,5.6,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,0,4,,700
10190,2016,7.2,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,0,,,
10191,2016,5.5,PERU,PERU:  AREQUIPA,-15.64,-71.68,9,68,605,671
10192,2016,7.4,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-55.285,-31.877,0,,,
10194,2016,6.2,ITALY,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.704,13.238,299,368,,
10195,2016,6.8,MYANMAR (BURMA),MYANMAR (BURMA): CHAUK,20.923,94.569,4,20,,230
10196,2016,7,NEW ZEALAND,NEW ZEALAND:  GISBORNE,-37.359,179.146,0,,,
10197,2016,5.9,TANZANIA,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618,23,252,1172,6281
10198,2016,5.1,MACEDONIA,BALKANS NW:  MACEDONIA,42.008,21.488,0,30,,
10199,2016,5.4,SOUTH KOREA,SOUTH KOREA:  GYEONGJU,35.781,129.216,1,14,,106
10228,2016,4.8,RWANDA,RWANDA:  RISUZI; CONGO:  UKAVU,-2.65,29.06,8,,22,
10373,2016,5.5,NICARAGUA,NICARAGUA:  LEON,12.442,-86.515,1,5,6,487
10229,2016,5.4,PAKISTAN,"PAKISTAN:  MANSEHRA, NARAN",34.905,73.682,1,,,
10200,2016,6.2,JAPAN,JAPAN:  KURAYOSHI,35.374,133.809,0,7,2,160
10201,2016,6.1,ITALY,"ITALY:  VISSO, USSITA",42.956,13.067,1,,,1001
10202,2016,6.6,ITALY,ITALY: NORCIA,42.84,13.11,2,20,,
10204,2016,5,USA,OKLAHOMA:  CUSHING,35.988,-96.805,0,,,50
10206,2016,7.8,NEW ZEALAND,NEW ZEALAND:  AMBERLEY,-42.737,173.054,2,,1,
10209,2016,6.9,JAPAN,JAPAN: NEAR E COAST HONSHU,37.393,141.387,0,15,,
10211,2016,6.9,NICARAGUA,NICARAGUA,11.96,-88.835,0,,,
10386,2016,6.6,CHINA,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,1,,,
10230,2016,5.4,NEPAL,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,1,1,2,
10231,2016,4.2,POLAND,POLAND:  RUDNA,51.613,16.157,8,9,,
10379,2016,5.3,COSTA RICA,"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,0,,,60
10232,2016,6.2,PERU,"PERU:  PUNO, LAMPA",-15.44,-70.93,1,17,8,40
10215,2016,6.5,INDONESIA,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,104,857,245,18752
10380,2016,6,CHINA,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,1,,,
10218,2016,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.681,161.327,1,,191,126
10219,2016,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.749,161.132,0,,,
10220,2016,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,0,,,
10221,2016,5.4,ECUADOR,ECUADOR:  ESMERALDAS,0.93,-79.84,3,47,10,70
10224,2016,7.6,CHILE,CHILE,-43.517,-74.391,0,,,
10226,2017,5.7,INDIA,INDIA:  AMBASA;  BANGLADESH,24.015,92.018,3,,,
10225,2017,6.9,FIJI,FIJI ISLANDS,-19.373,176.052,0,,,
10227,2017,5,IRAN,IRAN:  KHONJ,28.2,53.107,4,4,,
10254,2017,5.5,MADAGASCAR,MADAGASCAR: ANTSIRABE,-20.16,46.647,2,,,
10234,2017,5.7,ITALY,ITALY:  FARINDOLA,42.529,13.282,34,,,
10235,2017,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,3,,,
10405,2017,5.3,TURKEY,TURKEY:  CANAKKALE,39.599,26.065,0,5,,90
10403,2017,5.5,COLOMBIA,COLOMBIA:  HUILA,3.449,-74.672,0,,,378
10237,2017,6.3,PAKISTAN,PAKISTAN:  PASNI,25.191,63.264,0,,20,
10238,2017,6.5,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.452,8,202,215,3042
10404,2017,5.9,ZAMBIA,ZAMBIA:  KAPUTA,-8.44,30.031,0,5,,
10316,2017,5.7,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,1,45,13,
10239,2017,5.1,MYANMAR (BURMA),MYANMAR (BURMA):  THARRAWADDY,17.415,95.999,2,36,,
10240,2017,6.1,IRAN,IRAN:  SEFID SANG,35.8,60.436,2,11,,
10242,2017,5.9,PHILIPPINES,"PHILIPPINES: BATANGAS, CALABARZON",13.725,120.929,0,6,506,2108
10241,2017,4.8,EL SALVADOR,"EL SALVADOR: SAN SALVADOR,SOYAPANGO",13.753,-89.16,1,3,,
10244,2017,6.9,CHILE,CHILE:  VALPARAISO,-33.073,-72.051,0,,,
10245,2017,6.9,PHILIPPINES,PHILIPPINES: SARANGANI,5.516,125.093,0,2,1,
10247,2017,6.2,USA,ALASKA:  SKAGWAY,59.844,-136.695,0,,,
10248,2017,5.4,CHINA,CHINA: XINJIANG: QUZGUN,37.659,75.253,8,23,1500,
10249,2017,5.8,IRAN,IRAN: KHORASAN,37.777,57.195,2,400,,
10255,2017,4.4,TANZANIA,TANZANIA: MWANZA,-3.054,32.893,1,18,,
10251,2017,5,TURKEY,"TURKEY: MANISA: SARUHANLI, GOLMARMARA",38.765,27.775,0,,,35
10250,2017,6.8,INDONESIA,INDONESIA:  SULAWESI:  POSO,-1.289,120.453,0,25,5,348
10252,2017,6.3,GREECE,GREECE: LESBOS,38.932,26.364,1,15,10,250
10253,2017,6.9,GUATEMALA,"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO",14.982,-91.988,5,30,,
10317,2017,3.2,NEPAL,NEPAL:  DHADING,27.64,85.17,1,1,,
10256,2017,6.8,GUATEMALA,"GUATEMALA: ESCUINTLA, SUCHITEPEQUEZ, GUATEMALA",13.753,-90.949,0,4,,53
10257,2017,5.6,MOZAMBIQUE,MOZAMBIQUE,-19.444,34.509,0,4,2,2
10258,2017,6.5,PHILIPPINES,PHILIPPINES: LEYTE,11.114,124.633,3,448,,
10259,2017,7.7,RUSSIA,RUSSIA: BERING ISLAND,54.472,168.815,0,,,
10284,2017,6.4,PERU,PERU:  AREQUIPA,-16.416,-73.636,1,1,,
10260,2017,6.7,TURKEY,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.949,27.458,2,500,,
10318,2017,5.4,CHILE,CHILE:  SANTIAGO,-33.212,-70.626,1,,,
10261,2017,6.5,CHINA,CHINA:  SICHUAN PROVINCE:  ABA,33.193,103.855,25,525,100,72500
10262,2017,6.3,CHINA,CHINA:  XINGJIANG: BORTALA,44.323,82.837,0,32,,
10283,2017,5.6,PERU,PERU: AREQUIPA,-16.299,-73.474,1,,,
10263,2017,4.2,ITALY,ITALY:  ISLAND OF ISCHIA,40.78,13.945,2,42,,
10264,2017,5,PHILIPPINES,PHILIPPINES: LEYTE: ORMOC,11.014,124.736,2,,,56
10266,2017,8.2,MEXICO,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",15.022,-93.899,98,,5000,53152
10267,2017,7.1,MEXICO,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",18.584,-98.399,369,,226,27792
10268,2017,6.1,MEXICO,MEXICO:  OAXACA,16.737,-94.946,5,2,11,
10269,2017,5.7,PHILIPPINES,PHILIPPINES: MINDANAO: LANAO DEL SUR PROVINCE,7.629,124.874,0,,,1759
10272,2017,6.8,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.66,169.203,0,,,
10319,2017,6.1,INDONESIA,INDONESIA:  MALUKU:  AMBON,-3.745,127.752,1,,,14
10273,2017,6.6,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.63,168.884,0,,,
10275,2017,7.3,IRAN,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.886,45.941,630,12900,15500,14500
10276,2017,6.5,COSTA RICA,COSTA RICA: JACO,9.526,-84.505,2,,,
10277,2017,5.4,SOUTH KOREA,SOUTH KOREA: POHANG,36.065,129.27,0,90,,2000
10282,2017,5.9,INDONESIA,INDONESIA: NORTH MALUKU: MOROTAI,2.382,128.144,1,,,294
10281,2017,7,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.334,168.683,0,,,
10285,2017,5.1,CHINA,CHINA: CHONGQING: WULONG,29.362,108.104,0,8,1,30
10286,2017,6,IRAN,IRAN:  KERMAN,30.765,57.331,0,51,,
10287,2017,6.5,INDONESIA,INDONESIA:  JAVA,-7.734,108.023,4,36,,4825
10288,2017,4.9,IRAN,IRAN:  ALBORZ,35.654,50.949,2,115,,
10289,2017,4,IRAN,"IRAN: ALBORZ, TEHRAN",35.692,50.9,1,57,,
10292,2018,4.9,MONTENEGRO,BALKANS NW:  MONTENEGRO: BERANE,42.658,19.883,0,,,
10290,2018,5,IRAN,IRAN:  KERMANSHAH,34.649,45.799,0,51,,
10293,2018,3.4,NETHERLANDS,THE NETHERLANDS: GRONINGEN,53.2,6.6,0,,,
10291,2018,7.5,HONDURAS,HONDURAS,17.474,-83.519,0,,,7
10294,2018,5.5,IRAN,IRAN: KERMANSHAH,33.764,45.749,0,13,,
10298,2018,7.1,PERU,PERU: YAUCA,-15.776,-74.744,2,139,259,1577
10299,2018,6,INDONESIA,INDONESIA:  JAVA:  BANTEN,-7.196,105.918,1,11,,2760
10300,2018,7.9,USA,ALASKA:  KODIAK ISLAND,56.046,-149.073,0,,,
10301,2018,6.1,AFGHANISTAN,AFGHANISTAN; PAKISTAN:  BALUCHISTAN,36.543,70.816,2,15,,
10304,2018,5.2,ECUADOR,ECUADOR:  PASTAZA,-1.756,-77.694,1,,,
10302,2018,6.4,TAIWAN,TAIWAN:  HUALIEN,24.174,121.653,17,291,4,
10303,2018,7.2,MEXICO,MEXICO:  OAXACA,16.646,-97.653,13,,,1000
10307,2018,7.5,PAPUA NEW GUINEA,"PAPUA NEW GUINEA: S HIGHLANDS, HELA;  INDONESIA",-6.068,142.768,145,300,,
10313,2018,6.1,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  S HIGHLANDS,-6.182,142.492,1,,,
10312,2018,6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  S HIGHLANDS,-6.307,142.62,11,,,
10311,2018,6.7,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  S HIGHLANDS, HELA",-6.294,142.607,25,,1,
10322,2018,5.3,IRAN,IRAN:  KERMANSHAH,34.456,45.764,0,54,,
10323,2018,4.9,VENEZUELA,VENEZUELA:  MERIDA,8.346,-71.664,0,,,28
10325,2018,6.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  HELA,-5.841,142.49,4,,,
10324,2018,5.6,JAPAN,JAPAN:  SHIMANE PREFECTURE,35.262,132.541,0,8,,429
10326,2018,4.7,ITALY,ITALY:  MUCCIA,43.093,13.046,0,,,
10327,2018,4.4,INDONESIA,INDONESIA:  JAVA:  BANJARNEGARA,-7.21,109.65,3,21,,316
10328,2018,5.2,TURKEY,TURKEY:  ADIYAMAN,37.596,38.514,0,39,,
10329,2018,5.3,IRAN,IRAN:  KOHGILUYEH AND BOYER-AHMAD: SISAKHT,30.715,51.485,0,133,,
10330,2018,2.1,SOUTH AFRICA,SOUTH AFRICA:  WEST RAND,-26.4,27.5,7,6,,
10332,2018,6.9,USA,HAWAIIAN ISLANDS: PUNA DISTRICT,19.37,-155.032,0,1,716,
10331,2018,4.1,POLAND,POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ,50.11,18.71,5,2,,
10334,2018,5.6,EL SALVADOR,"EL SALVADOR:  LA UNION, SAN MIGUEL",13.095,-88.099,0,1,11,298
10333,2018,6.2,AFGHANISTAN,AFGHANISTAN: TAKHAR;  PAKISTAN,36.99,71.369,0,13,,45
10337,2018,5.8,COMOROS,COMOROS:  MAYOTTE,-12.778,45.593,0,3,,
10339,2018,5.1,CHINA,CHINA:  JILIN PROVINCE:  NINGJIANG,45.279,124.557,0,,,10000
10346,2018,5.3,AZERBAIJAN,AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.785,1,31,,
10340,2018,4.9,COLOMBIA,COLOMBIA:  PASTO,1.032,-77.259,2,,1,
10342,2018,5.5,JAPAN,JAPAN:  OSAKA,34.833,135.612,5,380,,470
10348,2018,5.2,INDONESIA,INDONESIA: SUMATRA: SOLOK,-0.965,100.771,1,2,2,10
10347,2018,5.9,IRAN,IRAN:  KERMANSHAH,34.645,46.179,0,287,,951
10349,2018,6.4,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.274,116.491,17,355,5448,
10351,2018,6.9,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.287,116.452,560,7733,,83392
10352,2018,5.9,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.394,116.208,2,24,,
10353,2018,5,CHINA,CHINA:   YUNNAN PROVINCE:  YUXI,24.322,102.941,0,24,,6000
10356,2018,8.2,FIJI,FIJI ISLANDS,-18.178,-178.111,0,,,
10354,2018,6.3,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.325,116.577,2,1,,1705
10355,2018,6.9,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.324,116.626,10,24,,151
10357,2018,7.3,VENEZUELA,VENEZUELA:  SUCRE; TRINIDAD,10.855,-62.883,5,,,
10358,2018,6,IRAN,IRAN:  KERMANSHAH,34.663,46.277,2,267,,2600
10359,2018,7.1,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.066,170.05,0,,,
10360,2018,6.6,JAPAN,JAPAN:  HOKKAIDO,42.671,141.933,44,660,,
10361,2018,7.8,FIJI,FIJI ISLANDS,-18.494,179.332,0,,,
10362,2018,5.5,IRAN,IRAN:  KERMAN,28.342,59.315,1,2,,
10368,2018,5.6,CHINA,CHINA: YUNNAN PROVINCE:  MOJIANG HANI,23.332,101.552,0,28,,29000
10367,2018,5.3,INDIA,INDIA:  WEST BENGAL,26.374,90.165,1,,,
10369,2018,7.5,INDONESIA,INDONESIA:  SULAWESI,-0.178,119.84,2256,4612,5864,69483
10370,2018,5.9,HAITI,HAITI: PORT-DEX-PAIX,20.041,-72.975,18,580,,11497
10371,2018,6,INDONESIA,"INDONESIA:  MADURA ISLAND, JAVA",-7.456,114.453,4,36,,433
10372,2018,6.8,GREECE,"GREECE:  IONIAN SEA:  ZAKYNTHOS, STROFADES",37.506,20.563,0,3,,
10374,2018,5.6,INDONESIA,INDONESIA:  SULAWESI:  MAMASA,-2.916,119.435,7,,,
10375,2018,6.3,IRAN,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.304,45.74,1,759,,
10377,2018,4.9,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  BAGHLAN,35.817,68.682,0,9,,60
10376,2018,7,USA,ALASKA:  ANCHORAGE,61.34,-149.937,0,117,2,1650
10378,2018,7.5,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.969,169.446,0,,,
10382,2018,5.6,VANUATU,VANUATU ISLANDS: AMBRYM ISLAND,-16.368,168.213,0,,,
10381,2018,5.4,CHINA,CHINA:  SICHUAN:  YIBIN,28.264,104.991,0,17,15,6145
10384,2018,5.5,MOZAMBIQUE,MOZAMBIQUE,-20.644,32.801,0,10,600,
10383,2018,5.1,ITALY,ITALY:  SICILY:  CATANIA,37.555,15.166,0,28,15,
10385,2019,5.2,CHINA,CHINA:  SICHUAN:  YIBIN,28.261,104.984,0,774,,691
10389,2019,5.6,IRAN,IRAN:  KERMANSHAH: SARPOL-E ZAHAB,34.121,45.681,0,75,,
10387,2019,3.8,POLAND,POLAND:  RUDNA,51.52,16.09,1,6,,
10388,2019,6.7,CHILE,"CHILE:  COQUIMBO, LA SERENA",-30.074,-71.423,2,,,260
10390,2019,3.4,POLAND,POLAND:  RYDULTOWY,50.08,18.39,1,8,,
10392,2019,6.6,MEXICO,MEXICO:  CHIAPAS; GUATEMALA:  SAN MARCOS,14.763,-92.298,0,4,,
10391,2019,4.1,INDIA,INDIA:  MAHARASHTRA:  PALGHAR,19.6,72.8,1,,,
10394,2019,5.1,AZERBAIJAN,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.892,48.602,0,3,,3000
10393,2019,7.5,ECUADOR,"ECUADOR: AZUAY, MANABI, MORONA SANT.; PERU",-2.199,-77.023,1,9,5,75
10395,2019,4.9,CHINA,CHINA:  SICHUAN PROVINCE: RONGXIAN,29.498,104.632,2,12,9,10911
10398,2019,5.4,INDONESIA,INDONESIA: SUMATRA: SOLOK,-1.301,101.601,0,48,,343
10396,2019,7,PERU,PERU:  AREQUIPA,-14.684,-70.127,1,1,,
10399,2019,5.5,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.418,116.52,6,,843,3613
10400,2019,5.5,TANZANIA,"TANZANIA:  SONGWE, MBEYA",-7.878,32.085,1,,4,
10402,2019,6.8,INDONESIA,INDONESIA:  SULAWESI ISLAND: LUWUK,-1.852,122.553,1,,,
10407,2019,6.1,TAIWAN,TAIWAN:  HUALIEN,23.989,121.693,1,16,,
10406,2019,6.1,PHILIPPINES,PHILIPPINES:  PAMPANGA PROVINCE,14.924,120.497,18,183,1046,3329
10409,2019,7.2,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MOROBE: WAMPAR,-6.977,146.44,0,,130,
10408,2019,7.5,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS",-4.081,152.569,0,,,
10410,2019,4.8,CHINA,CHINA:  JILIN PROVINCE:  SONGYUAN,45.205,124.611,0,,,167
10411,2019,3.2,NETHERLANDS,THE NETHERLANDS: GRONINGEN,53.394,6.586,0,,,840
10412,2019,8,PERU,"PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR",-5.796,-75.298,2,30,,
10420,2019,5.2,ALBANIA,ALBANIA:  KORCE,40.501,20.722,0,4,,100
10414,2019,6.4,CHILE,CHILE:  COQUIMBO,-30.056,-72.082,0,,,
10415,2019,7.2,NEW ZEALAND,"KERMADEC ISLANDS:  S OF, RAOUL",-30.805,-178.095,0,,,
10417,2019,5.8,CHINA,CHINA:  SICHUAN:  YIBIN,28.405,104.957,13,200,,12700
10418,2019,6.4,JAPAN,JAPAN:  NIIGATA PREFECTURE,38.646,139.472,0,28,,144
10421,2019,3.1,POLAND,POLAND:  KATOWICE,50.287,18.997,3,6,,
10422,2019,6.4,USA,CALIFORNIA:  RIDGECREST,35.705,-117.506,1,,,
10423,2019,7.1,USA,CALIFORNIA:  RIDGECREST,35.766,-117.605,0,,,50
10424,2019,5.7,IRAN,IRAN:  MASJED-E SOLEYMAN,31.775,49.542,1,128,,
10427,2019,5.8,PHILIPPINES,PHILIPPINES: MINDANAO: SURIGAO DEL SUR PROVINCE,9.334,126.04,0,25,,
10426,2019,7.3,INDONESIA,INDONESIA:  MOLUCCA ISLANDS:  N,-0.529,128.093,5,,1000,
10425,2019,5.3,GREECE,GREECE:  ATHENS,38.115,23.505,0,4,,
